description	isbn
 안철수 교수의 정치 참여에 대한 고민에서 인간 안철수에 대한 궁금증, 사회 쟁점에 대한 견해, 복지와 정의와 평화를 바탕으로 쌓아올린 대한민국의 비전과 통찰, 그리고 미래의 주인공인 청소년들에 대해 제정임 교수와 이야기하고 이를 책으로 엮은 것이다.	9788934958710
 『어린이 과학 형사대 CSI』시리즈 제1권《CSI, 사건 해결에 빠져 들다》. 이 시리즈는 어린이가 보다 흥미롭게 과학을 이해하고 다가설 수 있도록 기획된 과학 추리 동화입니다. 주인공들은 예기치 못한 사건과 이를 해결하는 과정 속에서 물리, 화학, 생물, 지구과학 등의 과학 원리를 알게됩니다....	9788957364475
 제로니모, 대지진으로 황폐해진 판타지 세계를 구하라!2001년 안데르센 상을 받은 찍찍 랜드의 베스트셀러 작가 제로니모 스틸턴의 『제로니모의 환상모험』 제10권 &lt;판타지 세계 대지진과 사라진 요정 공주&gt;. 찍찍 랜드에서 가장 유명한 '찍찍 신문'을 만드는 제로니모 스틸턴이 판타지 세계로 떠나는 다섯...	9788964805022
 멕시코의 최고 문화유산을 찾아라!「위기탈출 넘버원」 시리즈 제19권 &quot;멕시코 세계 문화유산 대회&quot;편. 현재 KBS 2TV에서 인기리에 방영 중인 &lt;위기탈출 넘버원&gt; 프로그램의 내용을 밑바탕으로 한 서바이벌 과학 학습 만화로, 만화를 통해 안전에 대해 알기 쉽게 설명한다. 프로그램에서 소개된 일상생활에서...	9788965460220
 아이거 빙벽에서 탈출하라!&lt;위기탈출 넘버원&gt; 시리즈 제16권 『스위스 알프스산』편. 위기탈출 넘버원 시리즈는 만화를 통해 안전에 대해 설명합니다. 현재 KBS 2TV에서 인기리에 방영 중인 &lt;위기탈출 넘버원&gt; 프로그램의 내용을 밑바탕으로 한 서바이벌 과학 학습 만화입니다. 『스위스 알프스산』...	9788992693530
 서른 살에 세계 100대 대학 교수가 된 그녀.  인생의 정점에서 시한부 선고를 받은 그녀가 삶의 끝에 와서야 알게 된 것들    어떤 영혼은 누군가의 가슴 속에 별이 되어 영원히 빛난다  위암 4기의 몸으로 197만 대 1의 치열한 경쟁을 뚫고 슈퍼스타K3에서 우승을 차지한 울라라세션의 임윤택. 그가 위암 4기라는 것이...	9788959136612
 세계 탐험 만화 역사상식 '보물찾기' 시리즈 스위스 편. 스위스의 건국 이념이 담긴 보물, 뤼틀리 동맹 서약서가 가짜와 뒤바뀐 채로 수도인 베른에 도착하는 사고가 일어난다. 마침 베른에 도착한 팡이는 스위스 소녀 아네트와 함께 보물찾기를 시작하는데…. 사라진 진짜 뤼틀리 동맹 서약서를 찾는 모험을 통해 스위스의 아름다운 자연과 치열했던 투쟁의 역사, 그리고 스위스의 다양한 문화를 만나볼 수 있다.	9788937848254
 어둠 속에서 매력적인 그녀가 말을 걸어왔다!&lt;빅 픽처&gt;의 작가 더글라스 케네디가 선보이는 로맨틱 스릴러 『파리5구의 여인』. 작가 특유의 스릴러와 로맨스적 요소에 판타지적 요소까지 더해진 이 소설은 파리에서 만난 신비의 여인과의 사랑을 그리고 있다. 제자와의 스캔들로 하루아침에 모든 걸 잃고...	9788984371132
 국내 출판 역사상 최단기간에 밀리언셀러를 기록한 &lt;아프니까 청춘이다&gt;의 저자 김난도 교수의 에세이. 청춘의 불안을 지나 세상 속에서 뜨거운 볕을 맨몸으로 견디며 흔들리고 있는 어른아이들을 위한 '란도샘'의 가슴 벅찬 인생 멘토링이 시작된다.	9788954618984
 문학동네소설상 수상작 &lt;고래&gt;의 작가 천명관 두번째 장편소설. &lt;고래&gt;가 하나의 이야기가 또다른 이야기를 낳고, 그 이야기가 다시 새로운 이야기를 만들어나가며 한바탕 휘몰아치는 이야기의 장을 펼쳐 보였다면, &lt;고령화 가족&gt;은 한 가족 안에서 각양각색의 인물들이 벌이는 온갖 사건사고와...	9788954610551
 &lt;빅 픽처&gt;의 작가 더글라스 케네디의 장편소설. 할리우드의 영화계와 방송계를 배경으로 신랄한 대화와 재치 있는 묘사, 흥미롭고 다양한 이야기들이 펼쳐지는 이 소설은 속도감 넘치는 전개와 압도적인 재미로 시선을 사로잡는다.	9788984371170
 이병률 여행산문집. &lt;끌림&gt; 두 번째 이야기. 길 위에서 쓰고 찍은 사람과 인연, 사랑. 작가의 이 여행노트는 오래전부터 계획된 여행기가 아니라, 소소하지만 낯선 여행지에서의 일상과 그리고 주변의 사람들 이야기 날것 그대로임을 알게 해준다.	9788993928488
 신경숙이 들려주는 스물여섯 개의 보석 같은 이야기!신경숙의 짧은 소설 『달에게 들려주고 싶은 이야기』. 산다는 것과 사랑하고 사랑받는 것에 대한 이야기, 일상의 순간들에 스며들어 그리움이 되고 사랑이 되는 것들에 대한 이야기를 들려준다. 우리 문단을 대표하는 작가 신경숙이 명랑하고 상큼한 유머로...	9788954620666
 대한민국 국민강사 김미경 원장의 새 책. 이 책에서 저자 김미경 원장은 “꿈은 성공이 아니라 성찰의 언어이고, 성취가 아니라 성장의 언어다.”라고 선언한다. 김미경 원장은 이 책에서 꿈을 만들고, 키우고, 가지고 노는 그 법칙과 기술을 공개했다.	9788965701200
 여름 방학 동안 두 아들과 자전거 여행을 떠난 강덕치씨의 기행문. 청소년에게  꿈과 모험심을 심어 준다.	9788932305332
 아이들이 역사 속에서 꿈꾸게 해주는 『WHY 한국사: 신화와 전설』은 삼총사의 역사 여행을 통해 한국사의 흐름과 지식을 자연스럽게 알 수 있는 학습 만화이다. 초·중·고 교과서에서 핵심 역사 지식을 가려 뽑아 WHY시리즈가 가지고 있는 장점과 노하우를 살려 흥미진진한 만화 속에 담았다. 큰 틀에 따라 통사와...	9788930232470
 칭찬 받으니까 힘이 나고 즐거워요!「지원이와 병관이」시리즈 여덟 번째 그림책 『칭찬 먹으러 가요』. 이 책은 어느 가을, 지원이네 가족이 함께 산에 오르는 이야기를 담았다. 지금까지 주로 집 안과 학교, 놀이터 등 일상생활 공간을 중심으로 했다면, 이번에는 울긋불긋 가을 산을 배경으로 이야기가...	9788955821970
 할 수 있는 것부터 시작하여 단기간에 최대의 효과를 보는 것이 나구모식 건강법이다. 30대 중반을 넘어가며 하루하루 몸이 다르다고 느끼는 남성들, 다이어트가 인생의 숙제가 되어버린 여성들에게 건강한 몸과 아름다움을 선사할 것이다.	9788998010041
 느리지만, 그 느림 안에서 누구보다 성실한 삶을 살아가고 있는 사람들을 위한 희망의 메시지!어쩌면 누구나 느끼고 경험하고 사랑했을 이야기를 담은 에세이 『나는 다만 조금 느릴 뿐이다』. 《나는 아직 어른이 되려면 멀었다》의 저자 강세형이 일상에서 맞닥뜨린 가슴 먹먹한 순간들과 그 안에서 보듬고...	9788965701255
 지난 30년간 ‘인간과 삶의 가치’에 대해 연구해온 칼 필레머 코넬대 교수는 지난 5년에 걸쳐 70세 이상 인생을 산 1000여 명의 현자들을 직접 찾아다니며 통찰 깊은 조언을 구했다. ‘지금껏 살면서 얻은 가장 소중한 것은 무엇인가?’라는 질문을 통해 우리가 꼭 알아야 할 인생의 지혜와 조언들을 발굴해냈다. 그가 만난 현자들의 삶은 모두 합쳐 8만 년에 달했다. 그들은 3만 년의 결혼생활을 지켜왔고, 3000명의 아이를 키워냈다. 이 책은 이 엄청난 시간의 퇴적층에서 발굴된 보석 같은 교훈들을 담아낸 책이다.	9788994013503
 국내 1호 정리 컨설턴트 윤선현 베리굿정리컨설팅 대표의 정리 컨설팅이 담긴 책. 한국의 수많은 정리 컨설팅 사례를 통해 그동안 우리가 정리에 대해 잘못 알고 있었던 점들을 바로 짚어주고, 쉽고 간단한 정리 습관을 체계적으로 익힐 수 있도록 돕는다.   우선 우리가 가지고 있는 정리에 대한 선입견에는 뭐가...	9788960865273
 “나는 왜 이러고 살지?”의 주인공들을 위한 인문 공감 에세이. 지금은 자기 위로와 자기 최면이 아닌 아파도 당당하게 상처를 마주할 수 있게 하는 인문학이 필요하다. 이 책은 니체, 스피노자, 원효, 데리다 등 철학자들의 인문 고전을 통해 고민과 불안에 갇혀 있는 이들에게 솔직하게 삶에 직면하고 상처를 치유할 수 있는 방법을 제시한다.	9788958285342
 넬레 노이하우스의 장편소설로, &lt;백설공주에게 죽음을&gt; 시작으로 국내에서 큰 인기를 얻은 '타우누스 시리즈'의 첫번째 작품이다. 아름다운 여인의 죽음을 둘러싸고 벌어지는 스캔들, 정재계를 뒤흔드는 검은 음모와 범죄 조직, 그리고 한 인간의 인생을 뒤트는 사랑…. 미스터리적 완성도뿐 아니라 시리즈로서의 재미까지 고루 갖춘 작품이다.	9788991239876
 환상모험 속으로 출발!2001년 안데르센 상을 받은 찍찍 랜드의 베스트셀러 작가 제로니모 스틸턴의 『제로니모의 환상모험』 제11권 &lt;고대 크리스털의 예언과 판타지 세계 대 결전&gt;. 찍찍 랜드에서 가장 유명한 '찍찍 신문'을 만드는 제로니모 스틸턴의 환상모험 속으로 초대한다. 책을 늘 가까이하는 좋은...	9788964808092
 환상모험 속으로 출발!2001년 안데르센 상을 받은 찍찍 랜드의 베스트셀러 작가 제로니모 스틸턴의 『제로니모의 환상모험』 제14권 《판타지 세계의 일곱 보물과 검은 진주 마법사》. 찍찍 랜드에서 가장 유명한 '찍찍 신문'을 만드는 제로니모 스틸턴의 환상모험 속으로 초대한다. 책을 늘 가까이하는 좋은...	9788964808283
 수학적 계산을 이용하여 위기를 탈출하고, 사건을 해결하는 이야기를 통해 수학에 흥미를 느끼고 논리적인 깨달음을 얻을 수 있는 흥미진진한 수학만화이다. '수학 워크북'을 부록으로 제공하여 기본문제부터 고난도의 문제까지 다양한 유형의 문제를 통해 실력을 점검할 수 있도록 하였다.봄 마왕보다 몇 배는...	9788926391709
 현대 일본문학의 아이콘 히가시노 게이고의 신작 소설. 그가 이번 소설의 주 무대로 택한 도쿄 니혼바시의 닌교초 거리는 지금도 옛 에도의 정취가 살아 숨 쉬는 곳으로, 작가는 이 독특한 정서가 흐르는 지역에서 일어난 의문의 살인 사건과 그것을 추적하는 과정에서 드러나는 갖가지 미스터리를 특유의...	9788990982469
 수학적 계산을 이용하여 위기를 탈출하고, 사건을 해결하는 이야기를 통해 수학에 흥미를 느끼고 논리적인 깨달음을 얻을 수 있는 흥미진진한 수학만화이다. '수학 워크북'을 부록으로 제공하여 기본문제부터 고난도의 문제까지 다양한 유형의 문제를 통해 실력을 점검할 수 있도록 하였다.염라왕은...	9788926391792
 수학학습만화 베스트셀러 1위 &lt;수학도둑&gt;은 수십만 명의 학생들의 끊임없는 사랑을 받으며 사고력과 이해력을 향상시켜주는 ‘국내 최초 수학논술만화’로서 인정받고 있는 책입니다. 최근 강화되고 있는 ‘논술형 문제’와 ‘의사소통능력’ 대비를 위해 16권부터 수학의 영역을 ‘수와 연산’...	9788926391426
 그레그는 이번에야말로 정말 엄청난 문제를 저지르고 말았어요. 롤리와 함께 바자회 포스터를 붙이려다 그만 학교 담벼락에 큰 야광 얼룩을 남기고 도망치고 만 것이지요. 이 일 때문에 학교에 경찰까지 출동하는데, 그레그에게 닥친 문제는 이것만이 아니에요. 눈이 엄청 많이 내리는 바람에 그레그는 가족과...	9788965590262
 게임 &lt;메이플스토리&gt;와 함께하는 「코믹 메이플스토리」 시리즈 『수학도둑』 제28권. 게임 &lt;메이플스토리&gt;의 캐릭터가 펼치는 신나는 모험 이야기를 통해 사고력과 이해력을 향상시켜 주는 수학논술만화다. 수학과 논술을 접목시켰다는 것이 특징이다. 바웅이 기세 좋게 쏜 화살은 아이스골렘의...	9788926393581
 전집이나 시리즈물이 아닌 단행본으로만 1000만 부 판매라는 경이적인 기록을 세운, 이 시대 가장 사랑받는 작가 공지영이 25년간의 작가 인생을 돌아보며 20여 편의 작품 구석구석에서 소중히 길어올린 글귀들을 모은 앤솔로지(Anthology, 선집).	9788993094640
 상상과 현실의 세계를 넘나드는 유쾌한 모험, 역사와 지식, 신화와 전설이 총망라되어 있는 교양 모험 판타지 동화이다. 13권 &lt;아서 왕과 원탁의 기사들의 대 모험&gt;은 중세를 배경으로 위대한 영웅 아서 왕의 감동적인 일대기를 담고 있다. 우리의 삶을 축소해 놓은 것 같은 위험과 도전의 순간, 흥미진진하고...	9788964808238
 게임 &lt;메이플스토리&gt;와 함께하는 「코믹 메이플스토리」 시리즈 『수학도둑』 제27권. 게임 &lt;메이플스토리&gt;의 캐릭터가 펼치는 신나는 모험 이야기를 통해 사고력과 이해력을 향상시켜 주는 수학논술만화다. 수학과 논술을 접목시켰다는 것이 특징이다. 아루후는 친구를 구할 수 있는 해독제를 얻기...	9788926391846
 수학학습만화 베스트셀러 1위 &lt;수학도둑&gt;은 수십만 명의 학생들의 끊임없는 사랑을 받으며  사고력과 이해력을 향상시켜주는 ‘국내 최초 수학논술만화’로서 인정받고 있는 책입니다. 최근 강화되고 있는 ‘논술형 문제’와 ‘의사소통능력’ 대비를 위해 16권부터 수학의 영역을 ‘수와 연산’...	9788926391211
 Why? 한국사 시리즈. 우리에게 영웅으로 칭송받는 역사적 주요 인물들의 이야기를 자세히 다루었다. 틀에 박힌 설명 대신 흥미진진한 모험 스토리로 꾸며져 지루할 틈 없이 역사를 신 나고 즐겁게 배울 수 있다. 역사 여행을 통해 자연스럽게 역사 인물을 만날 수 있도록 구성해 역사 공부에 첫발을 내딛는 어린이라도 학습 부담에서 벗어나 역사를 쉽게 이해하며 다가갈 수 있다.	9788930232449
 인간관계에 대한 두려움을 없애주는 힘, ‘건강한 까칠함’!상처받지 않고 사람을 움직이는 관계 심리학『나는 까칠하게 살기로 했다』. 정신과 전문의이자 대인관계 전문가인 양창순 박사가 자신의 자존감을 지키면서도 사람의 마음을 움직이는 심리적 방법을 다양한 임상 사례와 심리학 이론을 통해 쉽고...	9788996746416
 소설가 은희경이 &lt;소년을 위로해줘&gt; 이후 2년 만에 선보이는 장편소설. 현대사회에서의 개인들의 존재론과 그들이 맺는 관계의 양상을 냉철하게 묘파하는 것이 은희경 소설의 본령이었다면, &lt;태연한 인생&gt;은 사랑이라는 관계를 통해 매혹과 상실, 고독과 고통을 깊이 탐구하는 가장 은희경다운 소설이라 할 수 있다.	9788936433925
 수학적 계산을 이용하여 위기를 탈출하고, 사건을 해결하는 이야기를 통해 수학에 흥미를 느끼고 논리적인 깨달음을 얻을 수 있는 흥미진진한 수학만화이다. '수학 워크북'을 부록으로 제공하여 기본문제부터 고난도의 문제까지 다양한 유형의 문제를 통해 실력을 점검할 수 있도록 하였다.슈민과 도더는 힘을...	9788926391723
 과학을 너무 쉽게만 생각하는 제로니모의 사촌 동생 트랩. 트랩에게 가르침을 주고자 제로니모는 진짜 위대한 과학자인 볼트 박사님에게 연락을 합니다. 박사님은 제로니모 일행에게 새로 발명한 타임머신 '시공간의 문'을 소개해 주시네요. 이 타임머신으로 선사 시대 빙하기, 고대 그리스 시대, 르네상스 시대로...	9788964808108
 역사 속에 직접 뛰어들어 역사 인물을 만나요!아이들이 역사 속에서 꿈꾸게 해주는 『WHY? 한국사 - 역사를 바꾼 사건』. 아이들이 자신과 또래인 '신천지', '강마루', '장미소' 등 삼총사와 갑자기 나타난 꼬마 삼족오 '까까'와 함께 재미있는 역사 여행을 하면서, 한국사 중에서도 역사를 바꾼 사건에 대해...	9788930232463
 독일 미스터리의 대표작 '타우누스 시리즈' 세 번째 작품. &lt;백설공주에게 죽음을&gt;의 바로 전 이야기로, 저자인 넬레 노이하우스가 '시리즈 중에서 가장 애착을 가지고 있다'라고 밝힐 정도로 많은 시간과 노력을 쏟아부은 작품이기도 하다.	9788991239920
 이 시대의 거장 황석영, 등단 50주년 신작 장편소설. 19세기 격동의 시대를 담아낸 작품으로, 그 주제의식과 소재 등은 대하소설을 써도 충분할 만큼 방대하다. 이런 방대한 작업을 단 한 권으로 집필하는 과정에서 작가는 진정한 압축의 미를 보여준다.	9788954428361
 위기 상황에 맞서는 안전 수칙을 익혀라!KBS 2TV &lt;위기탈출 넘버원&gt;을 옮긴 『위기탈출 넘버원』 제21권 &lt;중국 편 - 지진ㆍ쓰나미에서 탈출하라&gt;. KBS 2TV에서 방송 중인 &lt;위기탈출 넘버원&gt;의 내용을 아이들을 위해 만화로 재창작한 서바이벌 과학 학습 만화다. 과학 문명이 발달하고 사회가...	9788965460442
 불교방송 '마음으로 듣는 음악'과 인터넷 유나방송으로 헤아릴 수없이 많은 청취자와 네티즌에게 위안과 감동을 선물하고 있는 정목스님의 정갈한 산문과 아포리즘. 감사, 자비, 분노, 사랑, 화해, 평화 등을 주제로 행복을 찾는 현대인들에게 마치 족집게 과외 선생님처럼 기쁨과 휴식의 정답을 선사한다.	9788960652811
 제로니모와 함께 떠나는 흥미진진한 환상 모험!상상과 현실을 넘나드는 유쾌한 모험, 역사와 지식, 신화와 전설이 담긴 모험 판타지『제로니모의 환상 모험』시리즈. 재치 넘치는 유머와 재미, 풍부한 상상력이 돋보이는 베스트셀러 이야기책이다. 입체감이 살아 있는 일러스트와 곳곳에서 달라지는 글씨의 색과...	9788964800072
 여순반란사건을 축으로 한과 이데올로기의 세계를 형상화한 대하소설. 상놈 출신의 주인공 염상진과 무당 소화,하대치,김범우 등 등장인물들의 사랑과 갈등이 어우러진 80년대 분단문학의 대표작.	9788973374113
 오빠라는 거, 정말 좋은 게 하나도 없어요!『내 이름은 오빠』는 '오빠'라는 이유로 동생을 이해해야 하고, 양보해야 하는 우리 아이들의 마음을 섬세하게 표현한 동화입니다. 어리광쟁이 여동생과 동생만 감싸는 부모님을 바라보는 주인공 '유타'의 이야기를 통해, 동생 때문에 상처받고 부모님께 서운했던 우리...	9788992693318
 스물한 살, 서연우..상처투성이의 고양이를 주웠다. 그런데 함께 고양이를 주운 남자가 더 마음에 걸린다. 새벽이 지나 아침이 오도록 문 닫힌 동물병원 앞을 서성이는 남자는 숫자를 세기 시작했다. 하나, 둘, 셋, 넷, 그리고는 미치겠네. 하나, 둘, 셋, 넷, 그리고는 어떡하나. 상처를 입은 건 고양이가 아니라...	9788956516714
 학부모의 마음을 고스란히 담아낸 역사책친근한 글로 우리 역사를 재미나게 배워보자!『한국사 편지』시리즈 제2권. 본 시리즈는 &lt;한국사 100장면&gt;, &lt;한국사 뒷이야기&gt; 등 쉽고 재미있는 역사책을 써온 저자가 초등학교에 다니는 딸 세운이(지은이의 딸)에게 편지와 옛날 이야기를 들려주는 방식으로...	9788901039121
 여순반란사건을 축으로 한과 이데올로기의 세계를 형상화한 대하소설. 상놈 출신의 주인공 염상진과 무당 소화,하대치,김범우 등 등장인물들의 사랑과 갈등이 어우러진 80년대 분단문학의 대표작.	9788973374137
 여순반란사건을 축으로 한과 이데올로기의 세계를 형상화한 대하소설. 상놈 출신의 주인공 염상진과 무당 소화,하대치,김범우 등 등장인물들의 사랑과 갈등이 어우러진 80년대 분단문학의 대표작.	9788973374106
 전 20권 분량으로 나올 대하 역사 만화 &lt;박시백의 조선왕조실록&gt;의 두번째 권. 앞으로 3개월에 한 권씩, 5년에 걸쳐 완간될 예정이다. 2003년 5월 한국문화콘텐츠 진흥원에서 뽑은 '우수 기획 만화'로 선정되어 사전 제작 지원금을 받은 작품으로 학습만화의 형식을 띄고 출간되었던 것을 시사성 내용의 깊이...	9788958620365
 우리 삶에 숨겨진 1CM를 찾아라!인생에 필요한 1CM를 찾아가는 크리에티브한 여정 『1CM+ 일 센티 플러스』. 카피라이터인 저자 특유의 기발한 발상과 관찰력을 재기발랄하게 보여주었던 ≪1CM≫. 첫 책에서 보여주었던 재치와 위트, 감성을 한층 ‘플러스’해 새로운 이야기를 선보인 두 번째 에세이다. 이...	9788968330124
 ≪다빈치 코드≫의 댄 브라운, 이번에는 단테의《신곡》을 따라 미스터리한 세계로 이끈다!≪다빈치 코드≫ ≪로스트 심벌≫ 의 작가 댄 브라운의『인페르노』제 1권. 단테 알리기에리의 불후의 명작인 《신곡》을 테마로 한 소설로 코드, 상징, 예술이 가득할 뿐만 아니라 이국적인 장소에서 미스터리한 세계를...	9788983924872
 박시백의 대하역사만화 &lt;조선왕조실록&gt; 제1권. 유네스코가 지정한 '세계의 기록문화유산'인 &lt;조선왕조실록&gt; 원전을 바탕으로, 조선왕조 500년의 역사를 새롭게 조명하였다. 각 권마다 20여 권의 관련 도서를 참고하고 최근 역사학계의 성과를 적극 반영하여, 객관적이고 사실적으로 조선의 역사를...	9788958620358
 자본주의의 메카, 뉴욕에서 벌어지는 치열한 두뇌게임!《빅 픽처》의 저자 더글라스 케네디의 장편소설 『더 잡』. 구조조정, 빅딜, 적대적 M&A, 정리해고, 명예퇴출 등의 말들이 한창 신문지상에 오르내렸던 90년대 중반을 배경으로 한 작품이다. 치밀한 구성, 폭발적인 스피드, 한시도 눈을 뗄 수 없는 스토리...	9788984371262
 댄 브라운이 4년 만에 신작 &lt;인페르노&gt;로 돌아왔다. 출간 전부터 언론의 집중 조명을 받은 &lt;인페르노&gt;는 미국과 영국을 비롯해 독일, 이탈리아 등에서 출간 즉시 주요 서점과 미디어의 베스트셀러 집계 1위를 휩쓸었다. 3년이라는 집필 기간을 거쳐 완성된 &lt;인페르노&gt;는 빠른 진행과 간결한 문체...	9788983924889
 문학평론가 정여울의 101가지 유럽 이야기. 이 책에 소개된 '유럽에서 할 수 있는 100가지 아이템'은 여행자들의 로망을 실현할 '만약'의 가능성을 선물한다. 열 개의 테마로 구성된 &lt;내가 사랑한 유럽 TOP10&gt;의 순위는 대한항공 캠페인의 참여자들이 직접 뽑았다.	9788970653976
 박시백의 대하역사만화 &lt;조선왕조실록&gt; 제3권. 유네스코가 지정한 '세계의 기록문화유산'인 &lt;조선왕조실록&gt; 원전을 바탕으로, 조선왕조 500년의 역사를 새롭게 조명하였다. 각 권마다 20여 권의 관련 도서를 참고하고 최근 역사학계의 성과를 적극 반영하여, 객관적이고 사실적으로 조선의 역사를...	9788958620372
 박시백의 대하역사만화 &lt;조선왕조실록&gt; 제5권. 유네스코가 지정한 '세계의 기록문화유산'인 &lt;조선왕조실록&gt; 원전을 바탕으로, 조선왕조 500년의 역사를 새롭게 조명하였다. 각 권마다 20여 권의 관련 도서를 참고하고 최근 역사학계의 성과를 적극 반영하여, 객관적이고 사실적으로 조선의 역사를...	9788958620396
 박시백의 대하역사만화 &lt;조선왕조실록&gt; 제4권. 유네스코가 지정한 '세계의 기록문화유산'인 &lt;조선왕조실록&gt; 원전을 바탕으로, 조선왕조 500년의 역사를 새롭게 조명하였다. 각 권마다 20여 권의 관련 도서를 참고하고 최근 역사학계의 성과를 적극 반영하여, 객관적이고 사실적으로 조선의 역사를...	9788958620389
 서울대학교 생명과학부 교수이자, 여러 언론 매체에 활발하게 기고해온 동물학자 최재천의 '동물과 인간 이야기'. 이 책은 동물들의 생태를 소재로 한 흥미진진한 과학적 사실에 인문학적 성찰을 덧붙인다.	9788986361438
 조선왕조의 역사를 새롭게 해석한 교양만화조선왕조 500년의 역사를 새롭게 조명한 대하역사만화 &lt;박시백의 조선왕조실록&gt; 시리즈. 유네스코가 지정한 '세계의 기록문화유산'인「조선왕조실록」원전을 바탕으로, 정사를 생생하게 복원하였다. 오늘날에도 생각해 볼 수 있는 인물과 사건과 처세가 살아...	9788958622178
 네이버 파워 블로그 《털팽이의 정리비법》을 운영하는 국내 최초이자 최고의 수납 달인 블로거 털팽이가 《깐깐한 수납》, 《똑똑한 수납》에 이어 새롭게 선보이는, 놀랄 만큼 쉽고 빠른 신개념 살림 바이블. 이번 《3배속 살림법》이 기존 살림 책들과 확연히 구분되는 점은 저자의 ‘3대 살림 원칙’을...	9788962606096
 페이스 북 '신준모의 성공연구소-마음을 성형하는 사람들'에서 많은 사람들의 마음을 움직이고 있는 글을 모아 만든 에세이다. 저자는 쉼표 같은 사람이 되기를 원한다. 책은 그런 저자의 마음을 고스란히 담아내었다.	9788993734348
 히가시노 게이고 소설. '뻐꾸기 알은 누구의 것인가'라는 제목에서 암시하듯, 이번 작품에서 히가시노 게이고는 출생의 비밀을 둘러싼 작중 인물들의 숨겨진 비밀과 거역할 수 없는 운명, 얽히고설킨 사건의 실마리를 대가다운 능숙한 솜씨로 한 가닥씩 풀어 간다.	9788990982506
 미스터리에서 서스펜스, 판타지 등 장르를 불문하고 수많은 화제작과 베스트셀러를 출간한 히가시노 게이고의 장편소설. &lt;백은의 잭&gt; 이후  3년 만에 은색의 광활한 설원을 배경으로 가공의 생물 병기를 쫓는 충격의 레이스가 펼쳐진다.	9788965701866
 더글라스 케네디의 2013년 작. 현대인들의 고뇌와 갈등, 좌절과 희망을 깊이 있게 그린 작품으로, 사회와 가정에서 책임과 의무를 다하는 삶과 개인들의 행복 추구가 배치되는 상황을 통해 과연 어떻게 살아가는 게 올바른 방향인지 깊이 있게 성찰한다.	9788984371279
 베르나르 베르베르 특유의 상상력으로 축조한 장대한 스케일의 과학 소설. 남극. 저명한 고생물학자 샤를 웰즈의 탐사대가 17미터에 달하는 거인의 유골들을 발굴한다. 그러나 인류사를 다시 쓰게 만들 이 중대한 발견은 발굴 현장의 사고와 함께 곧바로 파묻히고 마는데…	9788932916484
 박시백의 대하역사만화 &lt;조선왕조실록&gt; 제6권. 유네스코가 지정한 '세계의 기록문화유산'인 &lt;조선왕조실록&gt; 원전을 바탕으로, 조선왕조 500년의 역사를 새롭게 조명하였다. 각 권마다 20여 권의 관련 도서를 참고하고 최근 역사학계의 성과를 적극 반영하여, 객관적이고 사실적으로 조선의 역사를...	9788958620617
 조선왕조의 역사를 새롭게 해석한 교양만화조선왕조 500년의 역사를 새롭게 조명한 대하역사만화 &lt;박시백의 조선왕조실록&gt; 시리즈. 유네스코가 지정한 '세계의 기록문화유산'인「조선왕조실록」원전을 바탕으로, 정사를 생생하게 복원하였다. 오늘날에도 생각해 볼 수 있는 인물과 사건과 처세가 살아...	9788958622499
 박시백의 대하역사만화 &lt;조선왕조실록&gt; 제7권. 유네스코가 지정한 '세계의 기록문화유산'인 &lt;조선왕조실록&gt; 원전을 바탕으로, 조선왕조 500년의 역사를 새롭게 조명하였다. 각 권마다 20여 권의 관련 도서를 참고하고 최근 역사학계의 성과를 적극 반영하여, 객관적이고 사실적으로 조선의 역사를...	9788958620792
 조선왕조의 역사를 새롭게 해석한 교양만화!조선왕조 500년의 역사를 새롭게 조명한 대하역사만화『박시백의 조선왕조실록』시리즈. 유네스코가 지정한 '세계의 기록문화유산'인「조선왕조실록」원전을 바탕으로 정사를 생생하게 복원했다. 정치사를 중심으로 주요 사건과 해당 사건에 관련된 핵심 인물들의...	9788958623663
 조선엔 이순신이 있었다조선왕조 500년의 역사를 새롭게 조명한 대하역사만화 &lt;박시백의 조선왕조실록&gt; 시리즈. 유네스코가 지정한 '세계의 기록문화유산'인『조선왕조실록』원전을 바탕으로, 정사를 생생하게 복원하였다. 오늘날에도 반추해 볼 수 있는 인물과 사건 및 처세가 살아 있는...	9788958621829
 열네 살의 불행한 죽음, 새하얀 눈이 덮어버린 진실 학교라는 성역의 이면을 파헤치려는 노력이 시작된다!미야베 미유키가 5년 만에 발표한 현대 미스터리. 2002년부터 2011년까지 9년여에 걸쳐 『소설 신초』에 연재된 작품으로 번역본 기준 원고지 8500매에 달하는 대작이다. 1부 사건, 2부 결의, 3부 법정의...	9788954621472
 끝나지 않는 신화, ‘타우누스 시리즈’&#x0D;넬레 노이하우스가 다시 한 번 진화한다!&#x0D;&#x0D;『사악한 늑대』는 독일 미스터리를 대표하는 시리즈인 ‘타우누스 시리즈’의 여섯 번째 작품이자 넬레 노이하우스의 최신작이다. 이번 작품에서 넬레 노이하우스는 여성으로서 쉽게 택하기 어려울 뿐 아니라...	9791185051062
 사랑과 자유의 철학자 강신주의 돌직구 상담. MBC라디오 &lt;김어준의 색다른 상담소&gt;의 코너에서 시작해 ‘벙커1’의 &lt;벙커1 특강&gt;의 간판 프로그램이 된 ‘강신주의 다상담’이 드디어 책으로 나온다.	9788972976929
